51209.3333333333,54691,2624,3062
50732.3333333333,53966,2616.75,3029.25
50256.3333333333,53241.3333333333,2609.5,2996.5
49780,52518.3333333333,2602.25,2963.75
49306.3333333333,51796,2595,2931
48992.5,51422.5,2635.25,2950.25
48679,51047.3333333333,2675.5,2969.5
48365.5,50672.1666666667,2715.75,2988.75
48054.3333333333,50297.6666666667,2756,3008
47304,49568.8333333333,2796.25,3027
46554,48840.3333333333,2836.5,3046
45804,48111.1666666667,2876.75,3065
45055,47384,2917,3084
44605.3333333333,46927.5,2957.75,3103
44155,46470.3333333333,2998.5,3122
43705,46012.8333333333,3039.25,3141
43253.6666666667,45556,3080,3160
43178.6666666667,45512.5833333333,3139.75,3218.75
43104,45470.5,3199.5,3277.5
43028.6666666667,45427.4166666667,3259.25,3336.25
42949,45385.3333333333,3319,3395
43047.6666666667,45518,3379,3454.25
43147,45651,3439,3513.5
43248,45784,3499,3572.75
43351.3333333333,45917.3333333333,3559,3632
43414.8333333333,46092.3333333333,3619,3711.75
43478.3333333333,46268,3679,3791.5
43542.5,46444.3333333333,3739,3871.25
43604.6666666667,46620.6666666667,3799,3951
43643.8333333333,46787.6666666667,3840,4132.5
43683.3333333333,46955.3333333333,3881,4314
43721.8333333333,47124,3922,4495.5
43760,47292.3333333333,3963,4677
43811,47486,4060.75,4910.25
43861.3333333333,47678.3333333333,4158.5,5143.5
43912,47874.6666666667,4256.25,5376.75
43963.3333333333,48071.3333333333,4354,5610
44364.3333333333,48316.8333333333,4710.25,6069
44765.6666666667,48562.6666666667,5066.5,6528
45167.6666666667,48809.8333333333,5422.75,6987
45569.3333333333,49056.3333333333,5779,7446
45920,49327.1666666667,6154.25,7837.5
46271.3333333333,49598.3333333333,6529.5,8229
46622.3333333333,49869.8333333333,6904.75,8620.5
46974.3333333333,50142,7280,9012
47523.3333333333,50597,7520.5,9239.75
48072.3333333333,51052.6666666667,7761,9467.5
48621.6666666667,51508.6666666667,8001.5,9695.25
49170.6666666667,51962.3333333333,8242,9923
49244.6666666667,51634,8318,9951.5
49318.6666666667,51305,8394,9980
49393,50976.6666666667,8470,10008.5
49466.6666666667,50647,8546,10037
48754.1666666667,50023.5833333333,8397,9791.25
48040.6666666667,49399.1666666667,8248,9545.5
47328.5,48776.4166666667,8099,9299.75
46615.6666666667,48154.6666666667,7950,9054
46079.5,47775.0833333333,7614.25,8610.75
45542.6666666667,47395.1666666667,7278.5,8167.5
45007.1666666667,47017.25,6942.75,7724.25
44471.3333333333,46638.3333333333,6607,7281
44323.3333333333,46629,6165,6753.75
44175.6666666667,46619.6666666667,5723,6226.5
44027.6666666667,46610.6666666667,5281,5699.25
43877.6666666667,46602.6666666667,4839,5172
44516.1666666667,47447.5833333333,4720.5,5004.25
45155.6666666667,48293.1666666667,4602,4836.5
45795.1666666667,49140.4166666667,4483.5,4668.75
46434,49990,4365,4501
47384.3333333333,50922,4476.75,4561.75
48334,51852.3333333333,4588.5,4622.5
49282.6666666667,52783.3333333333,4700.25,4683.25
50230.3333333333,53713.3333333333,4812,4744
50728.3333333333,54057.9166666667,4938,4818
51226.6666666667,54400.5,5064,4892
51725.3333333333,54744.0833333333,5190,4966
52223,55086.6666666667,5316,5040
52196,54738.5833333333,5289.5,5098.5
52169,54390.8333333333,5263,5157
52143,54043.0833333333,5236.5,5215.5
52118.3333333333,53694.3333333333,5210,5274
51641.3333333333,53274.1666666667,5183.75,5332.75
51165.3333333333,52853.6666666667,5157.5,5391.5
50689.3333333333,52433.1666666667,5131.25,5450.25
50227.6666666667,52013.3333333333,5105,5509
49993.5,52189.5833333333,5078.75,5568.25
49754.3333333333,52364.5,5052.5,5627.5
49514.5,52540.4166666667,5026.25,5686.75
49275,52723,5000,5746
49988.5,52956.5833333333,5020.5,5712.25
50699.3333333333,53185.8333333333,5041,5678.5
51410.8333333333,53416.4166666667,5061.5,5644.75
52118.6666666667,53646.3333333333,5082,5611
51941.3333333333,53644,5054.75,5575.75
51764,53642,5027.5,5540.5
51586.6666666667,53639.3333333333,5000.25,5505.25
51408.6666666667,53637.3333333333,4973,5470
50845.1666666667,52643.5,4952.5,5500.75
50282.3333333333,51649.3333333333,4932,5531.5
49718.5,50656.1666666667,4911.5,5562.25
49152.6666666667,49664.6666666667,4891,5593
49013.1666666667,49330,4948.75,5699.25
48875.6666666667,48996.3333333333,5006.5,5805.5
48738.1666666667,48662.6666666667,5064.25,5911.75
48597.3333333333,48328.6666666667,5122,6018
47947,47661.3333333333,5179,6124
47297,46994.6666666667,5236,6230
46646.3333333333,46328,5293,6336
45998.6666666667,45662.3333333333,5350,6442
45723.6666666667,45369.9166666667,5407,6547.25
45448.6666666667,45076.5,5464,6652.5
45173.3333333333,44783.75,5521,6757.75
44900.3333333333,44491,5578,6863
44812.8333333333,44547.1666666667,5677,6917.75
44725.6666666667,44602.6666666667,5776,6972.5
44639.5,44658.1666666667,5875,7027.25
44543.6666666667,44715,5974,7082
44826.8333333333,44946,6072.25,7136.5
45116,45178,6170.5,7191
45405.5,45411.3333333333,6268.75,7245.5
45694,45643,6367,7300
45995.3333333333,45903.1666666667,6464.75,7252.25
46295.6666666667,46163.3333333333,6562.5,7204.5
46596.6666666667,46424.5,6660.25,7156.75
46896.6666666667,46685,6758,7109
47247.6666666667,47019.0833333333,6896.75,7213.75
47597,47354.8333333333,7035.5,7318.5
47947.6666666667,47690.9166666667,7174.25,7423.25
48293.6666666667,48027.3333333333,7313,7528
48681.1666666667,48543.4166666667,7504.25,7672.75
49068.6666666667,49057.1666666667,7695.5,7817.5
49456.5,49571.5833333333,7886.75,7962.25
49843,50088.3333333333,8078,8107
50270,50604.1666666667,8480.5,8607.25
