989,892,13,13
980.75,887.5,13.25,13.25
972.5,883,13.5,13.5
964.25,878.5,13.75,13.75
956,874,14,14
954.25,870.5,14.75,14.75
952.5,867,15.5,15.5
950.75,863.5,16.25,16.25
949,860,17,17
949,855.75,19.5,19.5
949,851.5,22,22
949,847.25,24.5,24.5
949,843,27,27
950.75,843.5,31.25,31.25
952.5,844,35.5,35.5
954.25,844.5,39.75,39.75
956,845,44,44
964.75,846.75,49.75,49.75
973.5,848.5,55.5,55.5
982.25,850.25,61.25,61.25
991,852,67,67
1000.5,856,72.75,72.75
1010,860,78.5,78.5
1019.5,864,84.25,84.25
1029,868,90,90
1040.25,869.75,95.5,95.5
1051.5,871.5,101,101
1062.75,873.25,106.5,106.5
1074,875,112,112
1079.25,876.75,117.5,117.5
1084.5,878.5,123,123
1089.75,880.25,128.5,128.5
1095,882,134,134
1103.75,892.75,138.75,138.75
1112.5,903.5,143.5,143.5
1121.25,914.25,148.25,148.25
1130,925,153,153
1135.25,938.25,155.25,155.25
1140.5,951.5,157.5,157.5
1145.75,964.75,159.75,159.75
1151,978,162,162
1152.25,980.5,161.5,161.5
1153.5,983,161,161
1154.75,985.5,160.5,160.5
1156,988,160,160
1155.75,989,159,159
1155.5,990,158,158
1155.25,991,157,157
1155,992,156,156
1155,989,154.5,154.5
1155,986,153,153
1155,983,151.5,151.5
1155,980,150,150
1162.75,981,148.25,148.25
1170.5,982,146.5,146.5
1178.25,983,144.75,144.75
1186,984,143,143
1193.25,1001,141.5,141.5
1200.5,1018,140,140
1207.75,1035,138.5,138.5
1215,1052,137,137
1210.25,1056.25,135,135
1205.5,1060.5,133,133
1200.75,1064.75,131,131
1196,1069,129,129
1193.25,1071,125.75,125.75
1190.5,1073,122.5,122.5
1187.75,1075,119.25,119.25
1185,1077,116,116
1180.5,1073.75,111.75,111.75
1176,1070.5,107.5,107.5
1171.5,1067.25,103.25,103.25
1167,1064,99,99
1162.75,1061.25,95,95
1158.5,1058.5,91,91
1154.25,1055.75,87,87
1150,1053,83,83
1142.25,1047.5,79.5,79.5
1134.5,1042,76,76
1126.75,1036.5,72.5,72.5
1119,1031,69,69
1106.5,1022.5,66.5,66.5
1094,1014,64,64
1081.5,1005.5,61.5,61.5
1069,997,59,59
1059.25,989.75,57,57
1049.5,982.5,55,55
1039.75,975.25,53,53
1030,968,51,51
1028.75,960.25,46.25,46.25
1027.5,952.5,41.5,41.5
1026.25,944.75,36.75,36.75
1025,937,32,32
1019.5,932,30.5,30.5
1014,927,29,29
1008.5,922,27.5,27.5
1003,917,26,26
998.75,912.75,25.75,25.75
994.5,908.5,25.5,25.5
990.25,904.25,25.25,25.25
986,900,25,25
986,898,26,26
986,896,27,27
986,894,28,28
986,892,29,29
987,890,31,31
988,888,33,33
989,886,35,35
990,884,37,37
992.75,882.5,39.25,39.25
995.5,881,41.5,41.5
998.25,879.5,43.75,43.75
1001,878,46,46
1009.75,883.5,49.25,49.25
1018.5,889,52.5,52.5
1027.25,894.5,55.75,55.75
1036,900,59,59
1048.25,908.5,63.75,63.75
1060.5,917,68.5,68.5
1072.75,925.5,73.25,73.25
1085,934,78,78
1097.75,946.25,82.5,82.5
1110.5,958.5,87,87
1123.25,970.75,91.5,91.5
1136,983,96,96
1143.25,990.5,101.75,101.75
1150.5,998,107.5,107.5
1157.75,1005.5,113.25,113.25
1165,1013,119,119
1176,1020.25,123.25,123.25
1187,1027.5,127.5,127.5
1198,1034.75,131.75,131.75
1209,1042,136,136
1215.25,1048.25,138.75,138.75
1221.5,1054.5,141.5,141.5
1227.75,1060.75,144.25,144.25
1234,1067,147,147
1235.25,1068,147.75,147.75
1236.5,1069,148.5,148.5
1237.75,1070,149.25,149.25
1239,1071,150,150
1237.75,1070,149.25,149.25
1236.5,1069,148.5,148.5
1235.25,1068,147.75,147.75
1234,1067,147,147
1235,1069.5,144.75,144.75
1236,1072,142.5,142.5
1237,1074.5,140.25,140.25
1238,1077,138,138
1244,1082.75,134,134
1250,1088.5,130,130
1256,1094.25,126,126
1262,1100,122,122
1272,1114.75,118.25,118.25
1282,1129.5,114.5,114.5
1292,1144.25,110.75,110.75
1302,1159,107,107
1300,1160.5,104,104
1298,1162,101,101
1296,1163.5,98,98
1294,1165,95,95
1290,1163.75,91.5,91.5
1286,1162.5,88,88
1282,1161.25,84.5,84.5
1278,1160,81,81
1273.75,1155.25,78.5,78.5
1269.5,1150.5,76,76
1265.25,1145.75,73.5,73.5
1261,1141,71,71
1255.25,1134.75,69.75,69.75
1249.5,1128.5,68.5,68.5
1243.75,1122.25,67.25,67.25
1238,1116,66,66
1229.25,1105.5,65.5,65.5
1220.5,1095,65,65
1211.75,1084.5,64.5,64.5
1203,1074,64,64
1194.5,1060.75,62.75,62.75
1186,1047.5,61.5,61.5
1177.5,1034.25,60.25,60.25
1169,1021,59,59
1158,1007,58.25,58.25
1147,993,57.5,57.5
1136,979,56.75,56.75
1125,965,56,56
1132,954.5,55,55
1139,944,54,54
1146,933.5,53,53
1153,923,52,52
1117.5,923.25,53.5,53.5
1082,923.5,55,55
1046.5,923.75,56.5,56.5
1011,924,58,58
1003.5,919.25,56.5,56.5
996,914.5,55,55
988.5,909.75,53.5,53.5
981,905,52,52
979.25,900.25,50,50
977.5,895.5,48,48
975.75,890.75,46,46
974,886,44,44
973.75,890,42.25,42.25
973.5,894,40.5,40.5
973.25,898,38.75,38.75
973,902,37,37
977.5,903.75,35.75,35.75
982,905.5,34.5,34.5
986.5,907.25,33.25,33.25
991,909,32,32
1008,934.25,31.5,31.5
1025,959.5,31,31
1042,984.75,30.5,30.5
1059,1010,30,30
1074.25,1037.5,30,30
1089.5,1065,30,30
1104.75,1092.5,30,30
1120,1120,30,30
1136.75,1147,29,29
1153.5,1174,28,28
1170.25,1201,27,27
1187,1228,26,26
1190,1237,25.5,25.5
1193,1246,25,25
1196,1255,24.5,24.5
1199,1264,24,24
1200,1268.25,23.5,23.5
1201,1272.5,23,23
1202,1276.75,22.5,22.5
1203,1281,22,22
1200.75,1283.25,21.5,21.5
1198.5,1285.5,21,21
1196.25,1287.75,20.5,20.5
1194,1290,20,20
1191.5,1289.25,19.75,19.75
1189,1288.5,19.5,19.5
1186.5,1287.75,19.25,19.25
1184,1287,19,19
1182.25,1289.25,19,19
1180.5,1291.5,19,19
1178.75,1293.75,19,19
1177,1296,19,19
1174,1292.5,19,19
1171,1289,19,19
1168,1285.5,19,19
1165,1282,19,19
1169,1283.25,19,19
1173,1284.5,19,19
1177,1285.75,19,19
